City,Abbr.,County,Alias_Abbr
Toa Alta,PR,TOA ALTA,"Brisas De Montecasino, PR"
Toa Alta,PR,TOA ALTA,"Ciudad Jardin Iii, PR"
Toa Alta,PR,TOA ALTA,"Hacienda El Pilar, PR"
Toa Alta,PR,TOA ALTA,"URB Casitas De La Fuente, PR"
Toa Alta,PR,TOA ALTA,"URB Monte Lago Est, PR"
Toa Alta,PR,TOA ALTA,"URB Veredas Del Rio Ii, PR"
Toa Alta,PR,TOA ALTA,"Villa Matilde, PR"
Toa Alta,PR,TOA ALTA,"Alts Del Toa, PR"
Toa Alta,PR,TOA ALTA,"Ciudad Jardin I, PR"
Toa Alta,PR,TOA ALTA,"URB Palacios De Marbella, PR"
Toa Alta,PR,TOA ALTA,"URB Palacios De Versalles, PR"
Toa Alta,PR,TOA ALTA,"Villa Del Monte, PR"
Toa Alta,PR,TOA ALTA,"Alt De Bucabarones, PR"
Toa Alta,PR,TOA ALTA,"Colinas De Plata, PR"
Toa Alta,PR,TOA ALTA,"Jard De Casablanca, PR"
Toa Alta,PR,TOA ALTA,"Jard De Mediterraneo, PR"
Toa Alta,PR,TOA ALTA,"Mans Del Toa, PR"
Toa Alta,PR,TOA ALTA,"URB Palacio Imperial, PR"
Toa Alta,PR,TOA ALTA,"Toa Alta, PR"
Toa Alta,PR,TOA ALTA,"Haciendas De Borinquen, PR"
Toa Alta,PR,TOA ALTA,"URB Montecasino, PR"
Toa Alta,PR,TOA ALTA,"Est De La Fuente, PR"
Toa Alta,PR,TOA ALTA,"Mans De Montecasino Ii, PR"
Toa Alta,PR,TOA ALTA,"Praderas Del Rio, PR"
Toa Alta,PR,TOA ALTA,"Qtas De Plaza Aquarium, PR"
Toa Alta,PR,TOA ALTA,"Sect Los Rodriguez, PR"
Toa Alta,PR,TOA ALTA,"URB Las Cascadas, PR"
Toa Alta,PR,TOA ALTA,"URB Madelaine, PR"
Toa Alta,PR,TOA ALTA,"URB Montecasino Hts, PR"
Toa Alta,PR,TOA ALTA,"URB Palacios Reales, PR"
Toa Alta,PR,TOA ALTA,"URB Woodbridge Pk, PR"
Toa Alta,PR,TOA ALTA,"Alts De Montecasino, PR"
Toa Alta,PR,TOA ALTA,"Ciudad Jardin Ii, PR"
Toa Alta,PR,TOA ALTA,"Jard De Escorial, PR"
Toa Alta,PR,TOA ALTA,"Jard De Toa Alta, PR"
Toa Alta,PR,TOA ALTA,"URB Palacios Del Rio Ii, PR"
Toa Alta,PR,TOA ALTA,"URB Plaza De La Fuente, PR"
Toa Alta,PR,TOA ALTA,"URB Toalinda, PR"
Bayamon,PR,BAYAMON,"Ciudad Interamericana, PR"
Bayamon,PR,BAYAMON,"Villas De Buena Vista, PR"
Bayamon,PR,BAYAMON,"Bosque De Los Pinos, PR"
Bayamon,PR,BAYAMON,"Jard De Bayamonte, PR"
Bayamon,PR,BAYAMON,"URB Forest View, PR"
Bayamon,PR,BAYAMON,"Villas De Santa Juanita, PR"
Bayamon,PR,BAYAMON,"Villas Del Caribe, PR"
Bayamon,PR,BAYAMON,"Bosque De Las Flores, PR"
Bayamon,PR,BAYAMON,"Ext Vista Bella, PR"
Bayamon,PR,BAYAMON,"URB Campo Alegre, PR"
Bayamon,PR,BAYAMON,"URB Francisco Oller, PR"
Bayamon,PR,BAYAMON,"URB Lomas Verde, PR"
Bayamon,PR,BAYAMON,"URB Los Faroles, PR"
Bayamon,PR,BAYAMON,"URB Royal Town, PR"
Bayamon,PR,BAYAMON,"Bayamon, PR"
Bayamon,PR,BAYAMON,"Alts De Bayamon, PR"
Bayamon,PR,BAYAMON,"Ext Campo Alegre, PR"
Bayamon,PR,BAYAMON,"URB Agustin Stahl, PR"
Bayamon,PR,BAYAMON,"Villa Contessa, PR"
Bayamon,PR,BAYAMON,"URB Bayamon Hls, PR"
Bayamon,PR,BAYAMON,"Valle Bello Chalets, PR"
Bayamon,PR,BAYAMON,"Haciendas El Zorzal, PR"
Bayamon,PR,BAYAMON,"URB El Cortijo, PR"
Bayamon,PR,BAYAMON,"URB Irlanda Hts, PR"
Bayamon,PR,BAYAMON,"Bosque De Las Palmas, PR"
Bayamon,PR,BAYAMON,"Ext Oller, PR"
Bayamon,PR,BAYAMON,"URB Sunny Hls, PR"
Bayamon,PR,BAYAMON,"Ext Santa Juanita, PR"
Bayamon,PR,BAYAMON,"Mans De Sierra Taina, PR"
Bayamon,PR,BAYAMON,"URB Country Est, PR"
Bayamon,PR,BAYAMON,"URB Magnolia Gdns, PR"
Bayamon,PR,BAYAMON,"URB Royal Palm, PR"
Bayamon,PR,BAYAMON,"URB Santa Juanita, PR"
Bayamon,PR,BAYAMON,"Bo Los Angeles, PR"
Bayamon,PR,BAYAMON,"URB May Fair, PR"
Bayamon,PR,BAYAMON,"URB Panorama, PR"
Bayamon,PR,BAYAMON,"URB Santa Monica, PR"
Bayamon,PR,BAYAMON,"Est De Cerro Gordo, PR"
Bayamon,PR,BAYAMON,"URB Flamingo Hls, PR"
Bayamon,PR,BAYAMON,"URB Panorama Vlg, PR"
Bayamon,PR,BAYAMON,"URB Royal Gdns, PR"
Bayamon,PR,BAYAMON,"URB Santa Catalina, PR"
Bayamon,PR,BAYAMON,"Valle De Cerro Gordo, PR"
Bayamon,PR,BAYAMON,"Vista Alta, PR"
Bayamon,PR,BAYAMON,"Parc Van Scoy, PR"
Bayamon,PR,BAYAMON,"Alt De Sans Souci, PR"
Bayamon,PR,BAYAMON,"Colinas De Bayoan, PR"
Bayamon,PR,BAYAMON,"URB Bayamon Gdns, PR"
Bayamon,PR,BAYAMON,"URB Cana, PR"
Bayamon,PR,BAYAMON,"URB Montanez, PR"
Bayamon,PR,BAYAMON,"URB Flamingo Ter, PR"
Bayamon,PR,BAYAMON,"URB Los Dominicos, PR"
Bayamon,PR,BAYAMON,"Alt De Cana, PR"
Bayamon,PR,BAYAMON,"Bda Calderon, PR"
Bayamon,PR,BAYAMON,"Ext Rexville, PR"
Bayamon,PR,BAYAMON,"URB Patio De Rexville, PR"
Bayamon,PR,BAYAMON,"URB Rexville, PR"
Bayamon,PR,BAYAMON,"URB Sans Souci, PR"
Bayamon,PR,BAYAMON,"URB Santa Elenita, PR"
Bayamon,PR,BAYAMON,"Villa Arrieta, PR"
Bayamon,PR,BAYAMON,"Ext Villa Rica, PR"
Bayamon,PR,BAYAMON,"Parc Juan Sanchez, PR"
Bayamon,PR,BAYAMON,"Parq Flamingo, PR"
Bayamon,PR,BAYAMON,"URB Forest Hls, PR"
Bayamon,PR,BAYAMON,"URB Victoria Hts, PR"
Bayamon,PR,BAYAMON,"Bda Pesquera, PR"
Bayamon,PR,BAYAMON,"Bo Hato Tejas, PR"
Bayamon,PR,BAYAMON,"Parq Valencia, PR"
Bayamon,PR,BAYAMON,"URB San Rafael Est Ii, PR"
Bayamon,PR,BAYAMON,"Ext La Milagrosa, PR"
Bayamon,PR,BAYAMON,"Ind Minillas, PR"
Bayamon,PR,BAYAMON,"URB Casa Linda Ct, PR"
Bayamon,PR,BAYAMON,"URB Hnas Davila, PR"
Bayamon,PR,BAYAMON,"Alt Del Rio, PR"
Bayamon,PR,BAYAMON,"Colinas Vista Alegre, PR"
Bayamon,PR,BAYAMON,"Repto Rivera, PR"
Bayamon,PR,BAYAMON,"URB Versalles, PR"
Guaynabo,PR,GUAYNABO,"Villas De Caparra, PR"
Bayamon,PR,BAYAMON,"Ext Forest Hls, PR"
Bayamon,PR,BAYAMON,"Parq San Miguel, PR"
Bayamon,PR,BAYAMON,"Qtas De Flamingo, PR"
Bayamon,PR,BAYAMON,"Repto Davila, PR"
Bayamon,PR,BAYAMON,"Repto Flamingo, PR"
Bayamon,PR,BAYAMON,"Repto Valencia, PR"
Bayamon,PR,BAYAMON,"URB Braulio Dueno, PR"
Bayamon,PR,BAYAMON,"URB Flamboyan Gdns, PR"
Bayamon,PR,BAYAMON,"URB Riberas Del Rio, PR"
Bayamon,PR,BAYAMON,"URB Tortuguero, PR"
Bayamon,PR,BAYAMON,"Ext Hnas Davila, PR"
Bayamon,PR,BAYAMON,"Qtas Del Norte, PR"
Bayamon,PR,BAYAMON,"Villa De San Agustin, PR"
Bayamon,PR,BAYAMON,"Villa Del Rio Bayamon, PR"
Bayamon,PR,BAYAMON,"Villas De San Miguel, PR"
Bayamon,PR,BAYAMON,"Alt De Flamboyan, PR"
Bayamon,PR,BAYAMON,"Bo Cerro Gordo, PR"
Bayamon,PR,BAYAMON,"Jard De Caparra, PR"
Bayamon,PR,BAYAMON,"Parq De Torrimar, PR"
Bayamon,PR,BAYAMON,"URB Altos De Torrimar, PR"
Bayamon,PR,BAYAMON,"URB San Rafael Est, PR"
Bayamon,PR,BAYAMON,"Villa Betania, PR"
Bayamon,PR,BAYAMON,"Villa Rica, PR"
Bayamon,PR,BAYAMON,"URB Rio Hondo 1, PR"
Bayamon,PR,BAYAMON,"URB Santa Cruz, PR"
Bayamon,PR,BAYAMON,"URB Rio Hondo 4, PR"
Bayamon,PR,BAYAMON,"Villa Espana, PR"
Bayamon,PR,BAYAMON,"Bda La Cambija, PR"
Bayamon,PR,BAYAMON,"Bo Volcan, PR"
Bayamon,PR,BAYAMON,"Ind Corujo, PR"
Bayamon,PR,BAYAMON,"URB Rio Hondo 2, PR"
Bayamon,PR,BAYAMON,"URB Riverside Park, PR"
Bayamon,PR,BAYAMON,"Valle Verde 1, PR"
Bayamon,PR,BAYAMON,"Valle Verde 2, PR"
Bayamon,PR,BAYAMON,"URB Enramada, PR"
Bayamon,PR,BAYAMON,"URB Mirabella Vlg, PR"
Bayamon,PR,BAYAMON,"Repto Teresita, PR"
Bayamon,PR,BAYAMON,"URB Estancias, PR"
Bayamon,PR,BAYAMON,"URB Sierra Bayamon, PR"
Bayamon,PR,BAYAMON,"Valle Verde 3, PR"
Bayamon,PR,BAYAMON,"Ind Luchetti, PR"
Bayamon,PR,BAYAMON,"Qta Del Rio, PR"
Bayamon,PR,BAYAMON,"Sect Punta Brava, PR"
Bayamon,PR,BAYAMON,"URB Fronteras, PR"
Bayamon,PR,BAYAMON,"URB Rio Hondo 3, PR"
Bayamon,PR,BAYAMON,"URB Rio Plantation, PR"
Bayamon,PR,BAYAMON,"URB River Vw, PR"
Bayamon,PR,BAYAMON,"Bo Volcan Arenas, PR"
Bayamon,PR,BAYAMON,"Qtas De Boulevar, PR"
Bayamon,PR,BAYAMON,"URB Campo Verde, PR"
Catano,PR,CATANO,"Bo Juana Matos, PR"
Catano,PR,CATANO,"Catano, PR"
Catano,PR,CATANO,"Sect La Puntilla, PR"
Catano,PR,CATANO,"URB Bay View, PR"
Catano,PR,CATANO,"Parc William Fuertes, PR"
Catano,PR,CATANO,"Jard De Catano Ii, PR"
Catano,PR,CATANO,"Repto Paraiso, PR"
Guaynabo,PR,GUAYNABO,"Bda Vietnam, PR"
Catano,PR,CATANO,"URB Proyecto 141, PR"
Catano,PR,CATANO,"Jard De Catano I, PR"
Catano,PR,CATANO,"URB Catano Pueblo, PR"
Catano,PR,CATANO,"URB El Coqui 2, PR"
Catano,PR,CATANO,"Vista Del Morro, PR"
Catano,PR,CATANO,"Bo Palmas, PR"
Catano,PR,CATANO,"URB Marina Bahia, PR"
Catano,PR,CATANO,"Villa Aurora, PR"
Guaynabo,PR,GUAYNABO,"Bo Amelia, PR"
Guaynabo,PR,GUAYNABO,"Bo Sabana, PR"
Guaynabo,PR,GUAYNABO,"Villa Concepcion 1, PR"
Guaynabo,PR,GUAYNABO,"Guaynabo, PR"
Guaynabo,PR,GUAYNABO,"Villa Concepcion 2, PR"
Guaynabo,PR,GUAYNABO,"URB Garden Hls, PR"
Guaynabo,PR,GUAYNABO,"URB Garden Hls Villas, PR"
Guaynabo,PR,GUAYNABO,"URB Susan Ct, PR"
Guaynabo,PR,GUAYNABO,"Bo Juan Domingo, PR"
Guaynabo,PR,GUAYNABO,"Repto Santana, PR"
Guaynabo,PR,GUAYNABO,"URB Novas Ct, PR"
Guaynabo,PR,GUAYNABO,"Villas De Prado Alto, PR"
Guaynabo,PR,GUAYNABO,"Chalet De La Reina, PR"
Guaynabo,PR,GUAYNABO,"Ext Victor Braeger, PR"
Guaynabo,PR,GUAYNABO,"Ext Villa Caparra, PR"
Guaynabo,PR,GUAYNABO,"Mans Garden Hls, PR"
Guaynabo,PR,GUAYNABO,"Parq De Villa Caparra, PR"
Guaynabo,PR,GUAYNABO,"Parq Mediterraneo, PR"
Guaynabo,PR,GUAYNABO,"URB Arboleda, PR"
Guaynabo,PR,GUAYNABO,"URB Gardenville, PR"
Guaynabo,PR,GUAYNABO,"URB Los Frailes Norte, PR"
Guaynabo,PR,GUAYNABO,"Villa Caparra, PR"
Guaynabo,PR,GUAYNABO,"Villas De Trujillo, PR"
Guaynabo,PR,GUAYNABO,"Bo Buen Samaritano, PR"
Guaynabo,PR,GUAYNABO,"Est De Torrimar, PR"
Guaynabo,PR,GUAYNABO,"URB Garden Ct, PR"
Guaynabo,PR,GUAYNABO,"URB Martin Ct, PR"
Guaynabo,PR,GUAYNABO,"Bda San Miguel, PR"
Guaynabo,PR,GUAYNABO,"URB Garden Hls Est, PR"
Guaynabo,PR,GUAYNABO,"URB Torrimar, PR"
Guaynabo,PR,GUAYNABO,"Alt De Torrimar, PR"
Guaynabo,PR,GUAYNABO,"Mans De Tintillo, PR"
Guaynabo,PR,GUAYNABO,"URB Susan Ct Chalets, PR"
Guaynabo,PR,GUAYNABO,"Villas De Tintillos, PR"
Guaynabo,PR,GUAYNABO,"Terrs De Tintillo, PR"
Guaynabo,PR,GUAYNABO,"URB Sevilla Biltmore, PR"
Guaynabo,PR,GUAYNABO,"URB Suchville, PR"
Guaynabo,PR,GUAYNABO,"URB Tintillo Gdns, PR"
Guaynabo,PR,GUAYNABO,"URB Tintillo Hls, PR"
Guaynabo,PR,GUAYNABO,"URB Victor Braeger, PR"
Guaynabo,PR,GUAYNABO,"Bda Buen Samaritano, PR"
Guaynabo,PR,GUAYNABO,"URB Prado Alto, PR"
Guaynabo,PR,GUAYNABO,"Alt De San Patricio, PR"
Guaynabo,PR,GUAYNABO,"Amelia Ind Park, PR"
Guaynabo,PR,GUAYNABO,"Caparra Hls Ind Park, PR"
Guaynabo,PR,GUAYNABO,"Ext Alts De San Patricio, PR"
Guaynabo,PR,GUAYNABO,"Parq San Patricio, PR"
Guaynabo,PR,GUAYNABO,"Rexco Ind Park, PR"
Guaynabo,PR,GUAYNABO,"Metro Office Park, PR"
Guaynabo,PR,GUAYNABO,"URB San Patricio Meadows, PR"
Guaynabo,PR,GUAYNABO,"URB Golden Gate, PR"
Guaynabo,PR,GUAYNABO,"URB Parkside, PR"
Guaynabo,PR,GUAYNABO,"URB Caparra Hls, PR"
Guaynabo,PR,GUAYNABO,"Colinas De Guaynabo, PR"
Carolina,PR,CAROLINA,"Est Del Parque, PR"
Guaynabo,PR,GUAYNABO,"Ext Parkville, PR"
Guaynabo,PR,GUAYNABO,"Mans De Alejandrino, PR"
Guaynabo,PR,GUAYNABO,"URB Bucare, PR"
Guaynabo,PR,GUAYNABO,"URB El Palmar De Torrimar, PR"
Guaynabo,PR,GUAYNABO,"URB Highland Gdns, PR"
Guaynabo,PR,GUAYNABO,"URB Monte Olimpo, PR"
Guaynabo,PR,GUAYNABO,"URB Parkville, PR"
Guaynabo,PR,GUAYNABO,"Bosque De Los Frailes, PR"
Guaynabo,PR,GUAYNABO,"Chalets De Altavista, PR"
Guaynabo,PR,GUAYNABO,"Colinas Metropolitana, PR"
Guaynabo,PR,GUAYNABO,"Ext Terrs De Guaynabo, PR"
Guaynabo,PR,GUAYNABO,"Parq De Bucare Ii, PR"
Guaynabo,PR,GUAYNABO,"URB Baldwin Park, PR"
Guaynabo,PR,GUAYNABO,"URB Juan Ponce De Leon, PR"
Guaynabo,PR,GUAYNABO,"URB Terranova, PR"
Guaynabo,PR,GUAYNABO,"URB Torrimar Est, PR"
Guaynabo,PR,GUAYNABO,"Vistas De Guaynabo, PR"
Guaynabo,PR,GUAYNABO,"Colinas De Parkville, PR"
Guaynabo,PR,GUAYNABO,"Terrs De Guaynabo, PR"
Guaynabo,PR,GUAYNABO,"URB Apolo, PR"
Guaynabo,PR,GUAYNABO,"URB Bucare Gdns, PR"
Guaynabo,PR,GUAYNABO,"URB Collegeville, PR"
Guaynabo,PR,GUAYNABO,"URB La Lomita, PR"
Guaynabo,PR,GUAYNABO,"Villas Del Parque, PR"
Guaynabo,PR,GUAYNABO,"Chalets De Santa Clara, PR"
Guaynabo,PR,GUAYNABO,"Parq Torremolinos, PR"
Guaynabo,PR,GUAYNABO,"URB Baldwin Mansions, PR"
Guaynabo,PR,GUAYNABO,"URB Los Frailes Sur, PR"
Guaynabo,PR,GUAYNABO,"URB Mallorca, PR"
Guaynabo,PR,GUAYNABO,"URB Oasis Gdns, PR"
Guaynabo,PR,GUAYNABO,"URB Tierra Alta I, PR"
Guaynabo,PR,GUAYNABO,"Ext Santa Paula, PR"
Guaynabo,PR,GUAYNABO,"Parq De Bucare, PR"
Guaynabo,PR,GUAYNABO,"Repto La Esperanza, PR"
Guaynabo,PR,GUAYNABO,"URB Alto Apolo, PR"
Guaynabo,PR,GUAYNABO,"URB Alto Apolo States, PR"
Guaynabo,PR,GUAYNABO,"URB Colimar, PR"
Guaynabo,PR,GUAYNABO,"URB Munoz Rivera, PR"
Guaynabo,PR,GUAYNABO,"URB Pineiro, PR"
Guaynabo,PR,GUAYNABO,"URB San Francisco Javier, PR"
Guaynabo,PR,GUAYNABO,"URB San Ramon, PR"
Guaynabo,PR,GUAYNABO,"URB Sierra Berdecia, PR"
Guaynabo,PR,GUAYNABO,"Alt De Santa Maria, PR"
Guaynabo,PR,GUAYNABO,"Alt De Torrimar Este, PR"
Guaynabo,PR,GUAYNABO,"Parq San Ramon, PR"
Guaynabo,PR,GUAYNABO,"URB Bellomonte, PR"
Guaynabo,PR,GUAYNABO,"URB Monte Alvernia, PR"
Guaynabo,PR,GUAYNABO,"URB Santa Paula, PR"
Guaynabo,PR,GUAYNABO,"Villa Avila, PR"
Guaynabo,PR,GUAYNABO,"Villa Clementina, PR"
Guaynabo,PR,GUAYNABO,"Villa Lissette, PR"
Guaynabo,PR,GUAYNABO,"Villas Reales, PR"
Guaynabo,PR,GUAYNABO,"Qtas Reales, PR"
Guaynabo,PR,GUAYNABO,"URB El Alamo, PR"
Guaynabo,PR,GUAYNABO,"URB El Jard De Guaynabo, PR"
Guaynabo,PR,GUAYNABO,"URB Frailes Sur, PR"
Guaynabo,PR,GUAYNABO,"URB La Villa De Torrimar, PR"
Guaynabo,PR,GUAYNABO,"URB Tierra Alta Ii, PR"
Guaynabo,PR,GUAYNABO,"URB Tierra Alta Iii, PR"
Guaynabo,PR,GUAYNABO,"Mans De Guaynabo, PR"
Guaynabo,PR,GUAYNABO,"Mans De Santa Paula, PR"
Guaynabo,PR,GUAYNABO,"URB Cerro Real, PR"
Guaynabo,PR,GUAYNABO,"URB Torremolinos, PR"
Guaynabo,PR,GUAYNABO,"URB La Fontana De Torrimar, PR"
Guaynabo,PR,GUAYNABO,"URB Camino Del Monte, PR"
San Juan,PR,SAN JUAN,"Bureau Of Census, PR"
Trujillo Alto,PR,TRUJILLO ALTO,"Bosque Del Lago, PR"
Trujillo Alto,PR,TRUJILLO ALTO,"URB El Conquistador, PR"
Trujillo Alto,PR,TRUJILLO ALTO,"URB Entrerios, PR"
Trujillo Alto,PR,TRUJILLO ALTO,"URB Riverwalk, PR"
Trujillo Alto,PR,TRUJILLO ALTO,"URB Sunville, PR"
Trujillo Alto,PR,TRUJILLO ALTO,"URB Round Hls, PR"
Trujillo Alto,PR,TRUJILLO ALTO,"Trujillo Alto, PR"
Trujillo Alto,PR,TRUJILLO ALTO,"Alt De Fairview, PR"
Trujillo Alto,PR,TRUJILLO ALTO,"Alt Interamericana, PR"
Trujillo Alto,PR,TRUJILLO ALTO,"URB Corrientes, PR"
Trujillo Alto,PR,TRUJILLO ALTO,"URB La Cima, PR"
Trujillo Alto,PR,TRUJILLO ALTO,"URB Lago Alto, PR"
Trujillo Alto,PR,TRUJILLO ALTO,"URB Pacifica, PR"
Saint Just,PR,TRUJILLO ALTO,"Saint Just, PR"
Trujillo Alto,PR,TRUJILLO ALTO,"URB Altavilla, PR"
Trujillo Alto,PR,TRUJILLO ALTO,"URB Primavera, PR"
Trujillo Alto,PR,TRUJILLO ALTO,"URB San Rafael Vlg, PR"
Trujillo Alto,PR,TRUJILLO ALTO,"Valle San Juan, PR"
Trujillo Alto,PR,TRUJILLO ALTO,"Ciudad Universitaria, PR"
Trujillo Alto,PR,TRUJILLO ALTO,"Jard De Trujillo, PR"
Trujillo Alto,PR,TRUJILLO ALTO,"Terr De Cupey, PR"
Trujillo Alto,PR,TRUJILLO ALTO,"URB Montebello Est, PR"
Trujillo Alto,PR,TRUJILLO ALTO,"Mans San Rafael, PR"
Trujillo Alto,PR,TRUJILLO ALTO,"Parc Saint Just, PR"
Trujillo Alto,PR,TRUJILLO ALTO,"Parq Montebello, PR"
Trujillo Alto,PR,TRUJILLO ALTO,"Repto San Rafael, PR"
Trujillo Alto,PR,TRUJILLO ALTO,"Villa De Caney, PR"
Trujillo Alto,PR,TRUJILLO ALTO,"Colinas De Fairview, PR"
Trujillo Alto,PR,TRUJILLO ALTO,"URB Antillana, PR"
Trujillo Alto,PR,TRUJILLO ALTO,"URB Monte Trujillo, PR"
Trujillo Alto,PR,TRUJILLO ALTO,"URB Riachuelo, PR"
Trujillo Alto,PR,TRUJILLO ALTO,"URB Wonderville, PR"
Trujillo Alto,PR,TRUJILLO ALTO,"Bda Gonzalez, PR"
Trujillo Alto,PR,TRUJILLO ALTO,"Lomas De Trujillo, PR"
Trujillo Alto,PR,TRUJILLO ALTO,"URB Interamericana Gdn, PR"
Trujillo Alto,PR,TRUJILLO ALTO,"URB Lantigua, PR"
Trujillo Alto,PR,TRUJILLO ALTO,"URB Lourdes, PR"
Trujillo Alto,PR,TRUJILLO ALTO,"URB Rincon Espanol, PR"
Carolina,PR,CAROLINA,"URB Palmar Sur, PR"
Carolina,PR,CAROLINA,"Ext Villamar, PR"
Carolina,PR,CAROLINA,"URB Palmar Norte, PR"
Carolina,PR,CAROLINA,"Carolina, PR"
Carolina,PR,CAROLINA,"URB Biascochea, PR"
Carolina,PR,CAROLINA,"Parq De Isla Verde, PR"
Carolina,PR,CAROLINA,"Villa La Marina, PR"
Carolina,PR,CAROLINA,"URB Cape Sea Vlg, PR"
Carolina,PR,CAROLINA,"URB La Marina, PR"
Carolina,PR,CAROLINA,"URB Atlantic View, PR"
Carolina,PR,CAROLINA,"Qtas De Country Club, PR"
Carolina,PR,CAROLINA,"Alt De Villa Fontana, PR"
Carolina,PR,CAROLINA,"Jard De Country Club, PR"
Carolina,PR,CAROLINA,"La Ceramica Ind Park, PR"
Carolina,PR,CAROLINA,"URB Bahia Vistamar, PR"
Carolina,PR,CAROLINA,"URB Castellana Gdn, PR"
Carolina,PR,CAROLINA,"Valle Arriba Hts, PR"
Carolina,PR,CAROLINA,"URB Vistamar Marina, PR"
Carolina,PR,CAROLINA,"Villa Fontana, PR"
Carolina,PR,CAROLINA,"Mans De Vistamar Marina, PR"
Carolina,PR,CAROLINA,"Villa Fontana Pk, PR"
Carolina,PR,CAROLINA,"Villa Venecia, PR"
Carolina,PR,CAROLINA,"URB Sabana Gdns, PR"
Carolina,PR,CAROLINA,"URB Eduardo J Saldana, PR"
Carolina,PR,CAROLINA,"Villa Asturias, PR"
Carolina,PR,CAROLINA,"URB Jose S Quinones, PR"
Carolina,PR,CAROLINA,"Bo Villa Caridad, PR"
Carolina,PR,CAROLINA,"Jard De Buena Vista, PR"
Carolina,PR,CAROLINA,"Bo Villa Esperanza, PR"
Carolina,PR,CAROLINA,"Est De San Fernando, PR"
Carolina,PR,CAROLINA,"Villa Carolina, PR"
Carolina,PR,CAROLINA,"Villa Cooperativa, PR"
Carolina,PR,CAROLINA,"Bo Villa Justicia, PR"
Carolina,PR,CAROLINA,"URB Rosa Maria, PR"
Carolina,PR,CAROLINA,"Parq Ind Jn Matos, PR"
Carolina,PR,CAROLINA,"Paseo De La Alhambra, PR"
Carolina,PR,CAROLINA,"URB Mountain Vw, PR"
Carolina,PR,CAROLINA,"Bo Martin Gonzalez, PR"
Carolina,PR,CAROLINA,"Mans De Carolina, PR"
Carolina,PR,CAROLINA,"URB Carolina Alta, PR"
Carolina,PR,CAROLINA,"URB Remanzo Taino, PR"
Carolina,PR,CAROLINA,"Villa De San Anton, PR"
Carolina,PR,CAROLINA,"Bo Colo, PR"
Carolina,PR,CAROLINA,"Brisas De Metropolis, PR"
Carolina,PR,CAROLINA,"Qtas De Campeche, PR"
Carolina,PR,CAROLINA,"URB Colinitas De Cacao, PR"
Carolina,PR,CAROLINA,"URB Los Colobos, PR"
Carolina,PR,CAROLINA,"Ciudad Centro, PR"
Carolina,PR,CAROLINA,"Lomas De Carolina, PR"
Carolina,PR,CAROLINA,"Villa Del Madrigal, PR"
Carolina,PR,CAROLINA,"Alt De Parq Ecuestre, PR"
Carolina,PR,CAROLINA,"Ciudad Central Ii, PR"
Carolina,PR,CAROLINA,"Loma Alta, PR"
Carolina,PR,CAROLINA,"Parq Ecuestre, PR"
Carolina,PR,CAROLINA,"Bo Buenaventura, PR"
Carolina,PR,CAROLINA,"Terrs De Carolina, PR"
Carolina,PR,CAROLINA,"URB Metropolis, PR"
Carolina,PR,CAROLINA,"URB Rolling Hls, PR"
Carolina,PR,CAROLINA,"Ext Parq Ecuestre, PR"
Carolina,PR,CAROLINA,"Hacienda Real, PR"
Carolina,PR,CAROLINA,"URB Paraiso De Carolina, PR"
Carolina,PR,CAROLINA,"Jard De Carolina, PR"
Carolina,PR,CAROLINA,"URB Los Caciques, PR"
Palau,PW,PALAU,"Palau, PW"
Palau,PW,PALAU,"Koror, PW"
Palau,PW,PALAU,"Koror Caroline Islands, PW"
Palau,PW,PALAU,"Koror Republic Of Palau, PW"
Adamsville,RI,NEWPORT,"Adamsville, RI"
Albion,RI,PROVIDENCE,"Albion, RI"
Ashaway,RI,WASHINGTON,"Ashaway, RI"
Barrington,RI,BRISTOL,"Barrington, RI"
Block Island,RI,WASHINGTON,"New Shoreham, RI"
Block Island,RI,WASHINGTON,"Block Island, RI"
Bradford,RI,WASHINGTON,"Bradford, RI"
Bristol,RI,BRISTOL,"Bristol, RI"
Carolina,RI,WASHINGTON,"Carolina, RI"
Wyoming,RI,WASHINGTON,"Richmond, RI"
Charlestown,RI,WASHINGTON,"Charlestown, RI"
Pascoag,RI,PROVIDENCE,"Glocester, RI"
Chepachet,RI,PROVIDENCE,"Chepachet, RI"
North Scituate,RI,PROVIDENCE,"Scituate, RI"
Clayville,RI,PROVIDENCE,"Clayville, RI"
Coventry,RI,KENT,"Coventry, RI"
West Greenwich,RI,KENT,"W Greenwich, RI"
West Greenwich,RI,KENT,"West Greenwich, RI"
East Greenwich,RI,KENT,"East Greenwich, RI"
East Greenwich,RI,KENT,"E Greenwich, RI"
Exeter,RI,WASHINGTON,"Exeter, RI"
Exeter,RI,WASHINGTON,"Escoheag, RI"
Fiskeville,RI,PROVIDENCE,"Fiskeville, RI"
Forestdale,RI,PROVIDENCE,"Forestdale, RI"
Foster,RI,PROVIDENCE,"Foster, RI"
Glendale,RI,PROVIDENCE,"Glendale, RI"
Oakland,RI,PROVIDENCE,"Burrillville, RI"
Greene,RI,KENT,"Greene, RI"
Greenville,RI,PROVIDENCE,"Greenville, RI"
Smithfield,RI,PROVIDENCE,"Smithfield, RI"
Harmony,RI,PROVIDENCE,"Harmony, RI"
Harrisville,RI,PROVIDENCE,"Harrisville, RI"
Hope,RI,PROVIDENCE,"Hope, RI"
