City,Abbr.,State,County,Alias,Metro_State,Metro_Count
Douglas,AZ,Arizona,COCHISE,Douglas,"Douglas, Arizona",
Dragoon,AZ,Arizona,COCHISE,Dragoon,"Dragoon, Arizona",
Elfrida,AZ,Arizona,COCHISE,Gleeson,"Elfrida, Arizona",
Elfrida,AZ,Arizona,COCHISE,Elfrida,"Elfrida, Arizona",
Elgin,AZ,Arizona,SANTA CRUZ,Elgin,"Elgin, Arizona",
Elgin,AZ,Arizona,SANTA CRUZ,Canelo,"Elgin, Arizona",
Fort Huachuca,AZ,Arizona,COCHISE,Sierra Vista,"Fort Huachuca, Arizona",
Fort Huachuca,AZ,Arizona,COCHISE,Fort Huachuca,"Fort Huachuca, Arizona",
Green Valley,AZ,Arizona,PIMA,Sahuarita,"Green Valley, Arizona",
Green Valley,AZ,Arizona,PIMA,Madera Canyon,"Green Valley, Arizona",
Green Valley,AZ,Arizona,PIMA,Green Valley,"Green Valley, Arizona",
Hereford,AZ,Arizona,COCHISE,Miracle Valley,"Hereford, Arizona",
Hereford,AZ,Arizona,COCHISE,Palominas,"Hereford, Arizona",
Hereford,AZ,Arizona,COCHISE,Hereford,"Hereford, Arizona",
Hereford,AZ,Arizona,COCHISE,Nicksville,"Hereford, Arizona",
Hereford,AZ,Arizona,COCHISE,Parker Lake,"Hereford, Arizona",
Huachuca City,AZ,Arizona,COCHISE,Huachuca City,"Huachuca City, Arizona",
Huachuca City,AZ,Arizona,COCHISE,Whetstone,"Huachuca City, Arizona",
Mc Neal,AZ,Arizona,COCHISE,Double Adobe,"Mc Neal, Arizona",
Mc Neal,AZ,Arizona,COCHISE,Mcneal,"Mc Neal, Arizona",
Mc Neal,AZ,Arizona,COCHISE,Mc Neal,"Mc Neal, Arizona",
Mammoth,AZ,Arizona,PINAL,Mammoth,"Mammoth, Arizona",
Mount Lemmon,AZ,Arizona,PIMA,Mount Lemmon,"Mount Lemmon, Arizona",
Naco,AZ,Arizona,COCHISE,Naco,"Naco, Arizona",
Nogales,AZ,Arizona,SANTA CRUZ,Fairbank,"Nogales, Arizona",
Nogales,AZ,Arizona,SANTA CRUZ,Nogales,"Nogales, Arizona",
Oracle,AZ,Arizona,PINAL,Oracle,"Oracle, Arizona",
Patagonia,AZ,Arizona,SANTA CRUZ,Patagonia,"Patagonia, Arizona",
Patagonia,AZ,Arizona,SANTA CRUZ,Lochiel,"Patagonia, Arizona",
Patagonia,AZ,Arizona,SANTA CRUZ,Harshaw,"Patagonia, Arizona",
Pearce,AZ,Arizona,COCHISE,Pearce,"Pearce, Arizona",
Pearce,AZ,Arizona,COCHISE,Sunizona,"Pearce, Arizona",
Pearce,AZ,Arizona,COCHISE,Sunsites,"Pearce, Arizona",
Pirtleville,AZ,Arizona,COCHISE,Pirtleville,"Pirtleville, Arizona",
Pomerene,AZ,Arizona,COCHISE,Pomerene,"Pomerene, Arizona",
Sahuarita,AZ,Arizona,PIMA,Sahuarita,"Sahuarita, Arizona",
Sahuarita,AZ,Arizona,PIMA,Continental,"Sahuarita, Arizona",
Saint David,AZ,Arizona,COCHISE,Saint David,"Saint David, Arizona",
San Manuel,AZ,Arizona,PINAL,San Manuel,"San Manuel, Arizona",
San Simon,AZ,Arizona,COCHISE,Portal,"San Simon, Arizona",
San Simon,AZ,Arizona,COCHISE,Hilltop,"San Simon, Arizona",
San Simon,AZ,Arizona,COCHISE,Paradise,"San Simon, Arizona",
San Simon,AZ,Arizona,COCHISE,San Simon,"San Simon, Arizona",
Sasabe,AZ,Arizona,PIMA,Sasabe,"Sasabe, Arizona",
Sells,AZ,Arizona,PIMA,Cowlic,"Sells, Arizona",
Sells,AZ,Arizona,PIMA,Pisinemo,"Sells, Arizona",
Sells,AZ,Arizona,PIMA,Little Tucson,"Sells, Arizona",
Sells,AZ,Arizona,PIMA,Fresnal Canyon,"Sells, Arizona",
Sells,AZ,Arizona,PIMA,Gu Achi,"Sells, Arizona",
Sells,AZ,Arizona,PIMA,Vamori,"Sells, Arizona",
Sells,AZ,Arizona,PIMA,Sells,"Sells, Arizona",
Sells,AZ,Arizona,PIMA,Sil Nakaya,"Sells, Arizona",
Sierra Vista,AZ,Arizona,COCHISE,Fry,"Sierra Vista, Arizona",
Sierra Vista,AZ,Arizona,COCHISE,Sierra Vista,"Sierra Vista, Arizona",
Sonoita,AZ,Arizona,SANTA CRUZ,Greaterville,"Sonoita, Arizona",
Sonoita,AZ,Arizona,SANTA CRUZ,Sonoita,"Sonoita, Arizona",
Tombstone,AZ,Arizona,COCHISE,Tombstone,"Tombstone, Arizona",
Topawa,AZ,Arizona,PIMA,Topawa,"Topawa, Arizona",
Tumacacori,AZ,Arizona,SANTA CRUZ,Kinsley Ranch,"Tumacacori, Arizona",
Tumacacori,AZ,Arizona,SANTA CRUZ,Agua Linda,"Tumacacori, Arizona",
Tumacacori,AZ,Arizona,SANTA CRUZ,Carmen,"Tumacacori, Arizona",
Tumacacori,AZ,Arizona,SANTA CRUZ,Tumacacori,"Tumacacori, Arizona",
Vail,AZ,Arizona,PIMA,Corona,"Vail, Arizona",
Vail,AZ,Arizona,PIMA,Santa Rita,"Vail, Arizona",
Vail,AZ,Arizona,PIMA,Corona De Tuc,"Vail, Arizona",
Vail,AZ,Arizona,PIMA,Corona De Tucson,"Vail, Arizona",
Vail,AZ,Arizona,PIMA,Santa Rita Foothills,"Vail, Arizona",
Vail,AZ,Arizona,PIMA,Vail,"Vail, Arizona",
Willcox,AZ,Arizona,COCHISE,Dos Cabezas,"Willcox, Arizona",
Willcox,AZ,Arizona,COCHISE,Kansas Settlement,"Willcox, Arizona",
Willcox,AZ,Arizona,COCHISE,Bonita,"Willcox, Arizona",
Willcox,AZ,Arizona,COCHISE,Sierra Bonita,"Willcox, Arizona",
Willcox,AZ,Arizona,COCHISE,Chiricahua National Monument,"Willcox, Arizona",
Willcox,AZ,Arizona,COCHISE,Fort Grant,"Willcox, Arizona",
Willcox,AZ,Arizona,COCHISE,Sunset,"Willcox, Arizona",
Willcox,AZ,Arizona,COCHISE,Ft Grant,"Willcox, Arizona",
Willcox,AZ,Arizona,COCHISE,Rucker,"Willcox, Arizona",
Willcox,AZ,Arizona,COCHISE,Willcox,"Willcox, Arizona",
Willcox,AZ,Arizona,COCHISE,Klondyke,"Willcox, Arizona",
Willcox,AZ,Arizona,COCHISE,Turkey Creek,"Willcox, Arizona",
Amado,AZ,Arizona,SANTA CRUZ,Amado,"Amado, Arizona",
Tubac,AZ,Arizona,SANTA CRUZ,Tubac,"Tubac, Arizona",
Rio Rico,AZ,Arizona,SANTA CRUZ,Rio Rico,"Rio Rico, Arizona",
Rio Rico,AZ,Arizona,SANTA CRUZ,Nogales,"Rio Rico, Arizona",
Cortaro,AZ,Arizona,PIMA,Cortaro,"Cortaro, Arizona",
Marana,AZ,Arizona,PIMA,Marana,"Marana, Arizona",
Rillito,AZ,Arizona,PIMA,Rillito,"Rillito, Arizona",
Tucson,AZ,Arizona,PIMA,Tucson,"Tucson, Arizona",
Tucson,AZ,Arizona,PIMA,Oro Valley,"Tucson, Arizona",
Tucson,AZ,Arizona,PIMA,Mission,"Tucson, Arizona",
Tucson,AZ,Arizona,PIMA,Davis Monthan AFB,"Tucson, Arizona",
DM AFB,AZ,Arizona,PIMA,Dm AFB,"DM AFB, Arizona",
Tucson,AZ,Arizona,PIMA,Pima Community College,"Tucson, Arizona",
Tucson,AZ,Arizona,PIMA,Rincon,"Tucson, Arizona",
Tucson,AZ,Arizona,PIMA,Coronado,"Tucson, Arizona",
Tucson,AZ,Arizona,PIMA,Fort Lowell,"Tucson, Arizona",
Tucson,AZ,Arizona,PIMA,Sun,"Tucson, Arizona",
Tucson,AZ,Arizona,PIMA,Univ Of Arizona,"Tucson, Arizona",
Tucson,AZ,Arizona,PIMA,Veterans Hospital,"Tucson, Arizona",
Tucson,AZ,Arizona,PIMA,Arizona Medical Center,"Tucson, Arizona",
Catalina,AZ,Arizona,PIMA,Tucson,"Catalina, Arizona",
Catalina,AZ,Arizona,PIMA,Catalina,"Catalina, Arizona",
Tucson,AZ,Arizona,PIMA,Saddlebrooke,"Tucson, Arizona",
Tucson,AZ,Arizona,PIMA,Catalina,"Tucson, Arizona",
Tucson,AZ,Arizona,PIMA,Ibm Corp,"Tucson, Arizona",
Tucson,AZ,Arizona,PIMA,Ft Lowell,"Tucson, Arizona",
Tucson,AZ,Arizona,PIMA,Tsn,"Tucson, Arizona",
Tucson,AZ,Arizona,PIMA,Tuscon,"Tucson, Arizona",
Tucson,AZ,Arizona,PIMA,Tucson Brm,"Tucson, Arizona",
Show Low,AZ,Arizona,NAVAJO,Show Low,"Show Low, Arizona",
Show Low,AZ,Arizona,NAVAJO,Shumway,"Show Low, Arizona",
Cibecue,AZ,Arizona,NAVAJO,Show Low,"Cibecue, Arizona",
Cibecue,AZ,Arizona,NAVAJO,Cibecue,"Cibecue, Arizona",
White Mountain Lake,AZ,Arizona,NAVAJO,White Mtn Lk,"White Mountain Lake, Arizona",
White Mountain Lake,AZ,Arizona,NAVAJO,White Mountain Lake,"White Mountain Lake, Arizona",
Alpine,AZ,Arizona,APACHE,Alpine,"Alpine, Arizona",
Blue,AZ,Arizona,GREENLEE,Blue,"Blue, Arizona",
Clay Springs,AZ,Arizona,NAVAJO,Clay Springs,"Clay Springs, Arizona",
Concho,AZ,Arizona,APACHE,Concho Valley,"Concho, Arizona",
Concho,AZ,Arizona,APACHE,Concho,"Concho, Arizona",
Eagar,AZ,Arizona,APACHE,Eagar,"Eagar, Arizona",
Fort Apache,AZ,Arizona,NAVAJO,Fort Apache,"Fort Apache, Arizona",
Greer,AZ,Arizona,APACHE,Greer,"Greer, Arizona",
Heber,AZ,Arizona,NAVAJO,Heber,"Heber, Arizona",
Lakeside,AZ,Arizona,NAVAJO,Lakeside,"Lakeside, Arizona",
Mcnary,AZ,Arizona,APACHE,Mcnary,"Mcnary, Arizona",
Mcnary,AZ,Arizona,APACHE,Hawley Lake,"Mcnary, Arizona",
Forest Lakes,AZ,Arizona,COCONINO,Heber,"Forest Lakes, Arizona",
Forest Lakes,AZ,Arizona,COCONINO,Forest Lakes,"Forest Lakes, Arizona",
Nutrioso,AZ,Arizona,APACHE,Nutrioso,"Nutrioso, Arizona",
Overgaard,AZ,Arizona,NAVAJO,Overgaard,"Overgaard, Arizona",
Pinedale,AZ,Arizona,NAVAJO,Pinedale,"Pinedale, Arizona",
Pinetop,AZ,Arizona,NAVAJO,Pinetop,"Pinetop, Arizona",
Saint Johns,AZ,Arizona,APACHE,Richville,"Saint Johns, Arizona",
Saint Johns,AZ,Arizona,APACHE,St Johns,"Saint Johns, Arizona",
Saint Johns,AZ,Arizona,APACHE,Witch Wells,"Saint Johns, Arizona",
Saint Johns,AZ,Arizona,APACHE,Saint Johns,"Saint Johns, Arizona",
Saint Johns,AZ,Arizona,APACHE,Salado,"Saint Johns, Arizona",
Snowflake,AZ,Arizona,NAVAJO,Snowflake,"Snowflake, Arizona",
Springerville,AZ,Arizona,APACHE,Springville,"Springerville, Arizona",
Springerville,AZ,Arizona,APACHE,Springerville,"Springerville, Arizona",
Taylor,AZ,Arizona,NAVAJO,Taylor,"Taylor, Arizona",
Vernon,AZ,Arizona,APACHE,Vernon,"Vernon, Arizona",
Whiteriver,AZ,Arizona,NAVAJO,Whiteriver,"Whiteriver, Arizona",
Woodruff,AZ,Arizona,NAVAJO,Snowflake,"Woodruff, Arizona",
Woodruff,AZ,Arizona,NAVAJO,Woodruff,"Woodruff, Arizona",
Flagstaff,AZ,Arizona,COCONINO,Flagstaff,"Flagstaff, Arizona",
Flagstaff,AZ,Arizona,COCONINO,Northern Arizona University,"Flagstaff, Arizona",
NAU,AZ,Arizona,COCONINO,Nau,"NAU, Arizona",
Bellemont,AZ,Arizona,COCONINO,Bellemont,"Bellemont, Arizona",
Bellemont,AZ,Arizona,COCONINO,Flagstaff,"Bellemont, Arizona",
Gray Mountain,AZ,Arizona,COCONINO,Cameron,"Gray Mountain, Arizona",
Gray Mountain,AZ,Arizona,COCONINO,Gray Mountain,"Gray Mountain, Arizona",
Munds Park,AZ,Arizona,COCONINO,Flagstaff,"Munds Park, Arizona",
Munds Park,AZ,Arizona,COCONINO,Munds Park,"Munds Park, Arizona",
Parks,AZ,Arizona,COCONINO,Flagstaff,"Parks, Arizona",
Parks,AZ,Arizona,COCONINO,Parks,"Parks, Arizona",
Parks,AZ,Arizona,COCONINO,Parks Comm Po,"Parks, Arizona",
Cameron,AZ,Arizona,COCONINO,Cedar Ridge,"Cameron, Arizona",
Cameron,AZ,Arizona,COCONINO,Cameron,"Cameron, Arizona",
Colorado City,AZ,Arizona,MOHAVE,Colorado City,"Colorado City, Arizona",
Fredonia,AZ,Arizona,COCONINO,Cane Beds,"Fredonia, Arizona",
Fredonia,AZ,Arizona,COCONINO,Kaibab,"Fredonia, Arizona",
Fredonia,AZ,Arizona,COCONINO,Jacob Lake,"Fredonia, Arizona",
Fredonia,AZ,Arizona,COCONINO,Kaibab Indian Reservation,"Fredonia, Arizona",
Fredonia,AZ,Arizona,COCONINO,Moccasin,"Fredonia, Arizona",
Fredonia,AZ,Arizona,COCONINO,Pipe Spring National Monumen,"Fredonia, Arizona",
Fredonia,AZ,Arizona,COCONINO,Fredonia,"Fredonia, Arizona",
Grand Canyon,AZ,Arizona,COCONINO,Grand Canyon National Park,"Grand Canyon, Arizona",
Grand Canyon,AZ,Arizona,COCONINO,Grand Canyon,"Grand Canyon, Arizona",
Grand Canyon,AZ,Arizona,COCONINO,Tusayan,"Grand Canyon, Arizona",
Happy Jack,AZ,Arizona,COCONINO,Flagstaff,"Happy Jack, Arizona",
Happy Jack,AZ,Arizona,COCONINO,Happy Jack,"Happy Jack, Arizona",
Holbrook,AZ,Arizona,NAVAJO,Holbrook,"Holbrook, Arizona",
Petrified Forest Natl Pk,AZ,Arizona,APACHE,Petrified Forest Natl Pk,"Petrified Forest Natl Pk, Arizona",
Petrified Forest Natl Pk,AZ,Arizona,APACHE,Petrified For,"Petrified Forest Natl Pk, Arizona",
Petrified Forest Natl Pk,AZ,Arizona,APACHE,Holbrook,"Petrified Forest Natl Pk, Arizona",
Sun Valley,AZ,Arizona,NAVAJO,Holbrook,"Sun Valley, Arizona",
Sun Valley,AZ,Arizona,NAVAJO,Sun Valley,"Sun Valley, Arizona",
Hotevilla,AZ,Arizona,NAVAJO,Bacobi,"Hotevilla, Arizona",
Hotevilla,AZ,Arizona,NAVAJO,Hotevilla,"Hotevilla, Arizona",
Indian Wells,AZ,Arizona,NAVAJO,Bitahochee,"Indian Wells, Arizona",
Indian Wells,AZ,Arizona,NAVAJO,Indian Wells,"Indian Wells, Arizona",
Indian Wells,AZ,Arizona,NAVAJO,Holbrook,"Indian Wells, Arizona",
Joseph City,AZ,Arizona,NAVAJO,Joseph City,"Joseph City, Arizona",
Kayenta,AZ,Arizona,NAVAJO,Baby Rock,"Kayenta, Arizona",
Kayenta,AZ,Arizona,NAVAJO,Black Mesa,"Kayenta, Arizona",
Kayenta,AZ,Arizona,NAVAJO,Chilchinbito,"Kayenta, Arizona",
Kayenta,AZ,Arizona,NAVAJO,Oljato,"Kayenta, Arizona",
Kayenta,AZ,Arizona,NAVAJO,Kayenta,"Kayenta, Arizona",
Keams Canyon,AZ,Arizona,NAVAJO,Jeddito,"Keams Canyon, Arizona",
Keams Canyon,AZ,Arizona,NAVAJO,Keams Canyon,"Keams Canyon, Arizona",
Leupp,AZ,Arizona,COCONINO,Leupp,"Leupp, Arizona",
Marble Canyon,AZ,Arizona,COCONINO,Marble Canyon,"Marble Canyon, Arizona",
Mormon Lake,AZ,Arizona,COCONINO,Mormon Lake,"Mormon Lake, Arizona",
Mormon Lake,AZ,Arizona,COCONINO,Flagstaff,"Mormon Lake, Arizona",
Kykotsmovi Village,AZ,Arizona,NAVAJO,Hard Rock,"Kykotsmovi Village, Arizona",
Kykotsmovi Village,AZ,Arizona,NAVAJO,Kykotsmovi Village,"Kykotsmovi Village, Arizona",
Kykotsmovi Village,AZ,Arizona,NAVAJO,Old Oraibi,"Kykotsmovi Village, Arizona",
Kykotsmovi Village,AZ,Arizona,NAVAJO,Oraibi,"Kykotsmovi Village, Arizona",
Kykotsmovi Village,AZ,Arizona,NAVAJO,Kykotsmovi,"Kykotsmovi Village, Arizona",
Kykotsmovi Village,AZ,Arizona,NAVAJO,Sand Springs,"Kykotsmovi Village, Arizona",
Kykotsmovi Village,AZ,Arizona,NAVAJO,Dennebito,"Kykotsmovi Village, Arizona",
Kykotsmovi Village,AZ,Arizona,NAVAJO,Hopi Indian Reservation,"Kykotsmovi Village, Arizona",
Kykotsmovi Village,AZ,Arizona,NAVAJO,New Oraibi,"Kykotsmovi Village, Arizona",
Page,AZ,Arizona,COCONINO,Lake Powell Mart,"Page, Arizona",
Page,AZ,Arizona,COCONINO,Page,"Page, Arizona",
Page,AZ,Arizona,COCONINO,Greenehaven,"Page, Arizona",
Polacca,AZ,Arizona,NAVAJO,Sichomovi,"Polacca, Arizona",
Polacca,AZ,Arizona,NAVAJO,Walpi,"Polacca, Arizona",
Polacca,AZ,Arizona,NAVAJO,First Mesa,"Polacca, Arizona",
Polacca,AZ,Arizona,NAVAJO,Polacca,"Polacca, Arizona",
Polacca,AZ,Arizona,NAVAJO,Hano,"Polacca, Arizona",
Second Mesa,AZ,Arizona,NAVAJO,Second Mesa,"Second Mesa, Arizona",
Second Mesa,AZ,Arizona,NAVAJO,Shipolovi,"Second Mesa, Arizona",
Second Mesa,AZ,Arizona,NAVAJO,Toreva,"Second Mesa, Arizona",
Second Mesa,AZ,Arizona,NAVAJO,Shongopovi,"Second Mesa, Arizona",
Second Mesa,AZ,Arizona,NAVAJO,Mishongnovi,"Second Mesa, Arizona",
Tonalea,AZ,Arizona,COCONINO,Red Lake,"Tonalea, Arizona",
Tonalea,AZ,Arizona,COCONINO,Tonalea,"Tonalea, Arizona",
Tuba City,AZ,Arizona,COCONINO,Tuba City,"Tuba City, Arizona",
Tuba City,AZ,Arizona,COCONINO,Coal Mine Mesa,"Tuba City, Arizona",
Tuba City,AZ,Arizona,COCONINO,Moenave,"Tuba City, Arizona",
Tuba City,AZ,Arizona,COCONINO,Moenkopi,"Tuba City, Arizona",
Tuba City,AZ,Arizona,COCONINO,Rare Metals,"Tuba City, Arizona",
Williams,AZ,Arizona,COCONINO,Williams,"Williams, Arizona",
Winslow,AZ,Arizona,NAVAJO,Tolani Lakes,"Winslow, Arizona",
Winslow,AZ,Arizona,NAVAJO,Dilkon,"Winslow, Arizona",
Winslow,AZ,Arizona,NAVAJO,Leupp Corner,"Winslow, Arizona",
Winslow,AZ,Arizona,NAVAJO,Tolani,"Winslow, Arizona",
Winslow,AZ,Arizona,NAVAJO,Winslow,"Winslow, Arizona",
North Rim,AZ,Arizona,COCONINO,Fredonia,"North Rim, Arizona",
North Rim,AZ,Arizona,COCONINO,North Rim,"North Rim, Arizona",
Kaibeto,AZ,Arizona,COCONINO,Kaibeto,"Kaibeto, Arizona",
Kaibeto,AZ,Arizona,COCONINO,Tonalea,"Kaibeto, Arizona",
Shonto,AZ,Arizona,NAVAJO,Shonto,"Shonto, Arizona",
Shonto,AZ,Arizona,NAVAJO,Tonalea,"Shonto, Arizona",
Prescott,AZ,Arizona,YAVAPAI,Prescott,"Prescott, Arizona",
Prescott,AZ,Arizona,YAVAPAI,Groom Creek,"Prescott, Arizona",
Prescott,AZ,Arizona,YAVAPAI,Iron Springs,"Prescott, Arizona",
Prescott Valley,AZ,Arizona,YAVAPAI,Prescott Valley,"Prescott Valley, Arizona",
Prescott Valley,AZ,Arizona,YAVAPAI,Prescott Vly,"Prescott Valley, Arizona",
Ash Fork,AZ,Arizona,YAVAPAI,Ash Fork,"Ash Fork, Arizona",
Bagdad,AZ,Arizona,YAVAPAI,Bagdad,"Bagdad, Arizona",
Camp Verde,AZ,Arizona,YAVAPAI,Camp Verde,"Camp Verde, Arizona",
Chino Valley,AZ,Arizona,YAVAPAI,Chino Valley,"Chino Valley, Arizona",
Clarkdale,AZ,Arizona,YAVAPAI,Clarkdale,"Clarkdale, Arizona",
Cornville,AZ,Arizona,YAVAPAI,Cornville,"Cornville, Arizona",
Cottonwood,AZ,Arizona,YAVAPAI,Cottonwood,"Cottonwood, Arizona",
Dewey,AZ,Arizona,YAVAPAI,Dewey,"Dewey, Arizona",
Humboldt,AZ,Arizona,YAVAPAI,Humboldt,"Humboldt, Arizona",
Jerome,AZ,Arizona,YAVAPAI,Jerome,"Jerome, Arizona",
Kirkland,AZ,Arizona,YAVAPAI,Peeples Vly,"Kirkland, Arizona",
Kirkland,AZ,Arizona,YAVAPAI,Peeples Valley,"Kirkland, Arizona",
Kirkland,AZ,Arizona,YAVAPAI,Kirkland,"Kirkland, Arizona",
Mayer,AZ,Arizona,YAVAPAI,Cordes Lakes,"Mayer, Arizona",
Mayer,AZ,Arizona,YAVAPAI,Spring Valley,"Mayer, Arizona",
Mayer,AZ,Arizona,YAVAPAI,Mayer,"Mayer, Arizona",
Mayer,AZ,Arizona,YAVAPAI,Bensch Ranch,"Mayer, Arizona",
Paulden,AZ,Arizona,YAVAPAI,Paulden,"Paulden, Arizona",
Rimrock,AZ,Arizona,YAVAPAI,Rimrock,"Rimrock, Arizona",
Sedona,AZ,Arizona,YAVAPAI,Sedona,"Sedona, Arizona",
Seligman,AZ,Arizona,YAVAPAI,Seligman,"Seligman, Arizona",
Skull Valley,AZ,Arizona,YAVAPAI,Skull Valley,"Skull Valley, Arizona",
Sedona,AZ,Arizona,COCONINO,Sedona,"Sedona, Arizona",
Lake Montezuma,AZ,Arizona,YAVAPAI,Lake Montezuma,"Lake Montezuma, Arizona",
Lake Montezuma,AZ,Arizona,YAVAPAI,Lk Montezuma,"Lake Montezuma, Arizona",
Crown King,AZ,Arizona,YAVAPAI,Crown King,"Crown King, Arizona",
Kingman,AZ,Arizona,MOHAVE,Lake Mead Rancheros,"Kingman, Arizona",
Kingman,AZ,Arizona,MOHAVE,Kingman,"Kingman, Arizona",
Kingman,AZ,Arizona,MOHAVE,Grasshopper Junction,"Kingman, Arizona",
Lake Havasu City,AZ,Arizona,MOHAVE,Havasu City,"Lake Havasu City, Arizona",
Lake Havasu City,AZ,Arizona,MOHAVE,Lake Havasu City,"Lake Havasu City, Arizona",
Lake Havasu City,AZ,Arizona,MOHAVE,Lk Havasu Cty,"Lake Havasu City, Arizona",
Kingman,AZ,Arizona,MOHAVE,Hualapai,"Kingman, Arizona",
Hackberry,AZ,Arizona,MOHAVE,Kingman,"Hackberry, Arizona",
Hackberry,AZ,Arizona,MOHAVE,Hackberry,"Hackberry, Arizona",
Hualapai,AZ,Arizona,MOHAVE,Hualapai,"Hualapai, Arizona",
Hualapai,AZ,Arizona,MOHAVE,Kingman,"Hualapai, Arizona",
Golden Valley,AZ,Arizona,MOHAVE,Golden Valley,"Golden Valley, Arizona",
Golden Valley,AZ,Arizona,MOHAVE,Kingman,"Golden Valley, Arizona",
Fort Mohave,AZ,Arizona,MOHAVE,Bullhead City,"Fort Mohave, Arizona",
Fort Mohave,AZ,Arizona,MOHAVE,Fort Mohave,"Fort Mohave, Arizona",
Bullhead City,AZ,Arizona,MOHAVE,Bullhead City,"Bullhead City, Arizona",
Chloride,AZ,Arizona,MOHAVE,Chloride,"Chloride, Arizona",
Littlefield,AZ,Arizona,MOHAVE,Beaver Dam,"Littlefield, Arizona",
Littlefield,AZ,Arizona,MOHAVE,Littlefield,"Littlefield, Arizona",
Oatman,AZ,Arizona,MOHAVE,Oatman,"Oatman, Arizona",
Peach Springs,AZ,Arizona,MOHAVE,Grand Canyon Caverns,"Peach Springs, Arizona",
Peach Springs,AZ,Arizona,MOHAVE,Shipley,"Peach Springs, Arizona",
Peach Springs,AZ,Arizona,MOHAVE,Truxton,"Peach Springs, Arizona",
Peach Springs,AZ,Arizona,MOHAVE,Peach Springs,"Peach Springs, Arizona",
Supai,AZ,Arizona,COCONINO,Havasupai Indian Reservation,"Supai, Arizona",
Supai,AZ,Arizona,COCONINO,Supai,"Supai, Arizona",
Topock,AZ,Arizona,MOHAVE,Topock,"Topock, Arizona",
Topock,AZ,Arizona,MOHAVE,Golden Shores,"Topock, Arizona",
Valentine,AZ,Arizona,MOHAVE,Valentine,"Valentine, Arizona",
Valentine,AZ,Arizona,MOHAVE,Kingman,"Valentine, Arizona",
Yucca,AZ,Arizona,MOHAVE,Yucca,"Yucca, Arizona",
Mohave Valley,AZ,Arizona,MOHAVE,Mohave Valley,"Mohave Valley, Arizona",
Dolan Springs,AZ,Arizona,MOHAVE,Dolan Springs,"Dolan Springs, Arizona",
Temple Bar Marina,AZ,Arizona,MOHAVE,Templ Bar Mar,"Temple Bar Marina, Arizona",
Temple Bar Marina,AZ,Arizona,MOHAVE,Temple Bar Marina,"Temple Bar Marina, Arizona",
Meadview,AZ,Arizona,MOHAVE,Meadview,"Meadview, Arizona",
Willow Beach,AZ,Arizona,MOHAVE,Kingman,"Willow Beach, Arizona",
Willow Beach,AZ,Arizona,MOHAVE,Willow Beach,"Willow Beach, Arizona",
Willow Beach,AZ,Arizona,MOHAVE,White Hills,"Willow Beach, Arizona",
Mohave Valley,AZ,Arizona,MOHAVE,Bullhead City,"Mohave Valley, Arizona",
Chambers,AZ,Arizona,APACHE,Wide Ruins,"Chambers, Arizona",
Chambers,AZ,Arizona,APACHE,Chambers,"Chambers, Arizona",
Chinle,AZ,Arizona,APACHE,Tsail,"Chinle, Arizona",
Chinle,AZ,Arizona,APACHE,Smoke Signal,"Chinle, Arizona",
Chinle,AZ,Arizona,APACHE,Canyon De Chelly National Mo,"Chinle, Arizona",
Chinle,AZ,Arizona,APACHE,Low Mountain,"Chinle, Arizona",
Chinle,AZ,Arizona,APACHE,Salina,"Chinle, Arizona",
Chinle,AZ,Arizona,APACHE,Rough Rock,"Chinle, Arizona",
Chinle,AZ,Arizona,APACHE,Tahchee,"Chinle, Arizona",
Chinle,AZ,Arizona,APACHE,Cottonwood Station,"Chinle, Arizona",
Chinle,AZ,Arizona,APACHE,Huachuca Terrace,"Chinle, Arizona",
Chinle,AZ,Arizona,APACHE,Chinle,"Chinle, Arizona",
Fort Defiance,AZ,Arizona,APACHE,White Clay,"Fort Defiance, Arizona",
Fort Defiance,AZ,Arizona,APACHE,Fort Defiance,"Fort Defiance, Arizona",
Ganado,AZ,Arizona,APACHE,Klagetoh,"Ganado, Arizona",
Ganado,AZ,Arizona,APACHE,Kin-Li-Chee,"Ganado, Arizona",
Ganado,AZ,Arizona,APACHE,Woodsprings,"Ganado, Arizona",
Ganado,AZ,Arizona,APACHE,Cornfields,"Ganado, Arizona",
Ganado,AZ,Arizona,APACHE,Toyei,"Ganado, Arizona",
Ganado,AZ,Arizona,APACHE,Ganado,"Ganado, Arizona",
Ganado,AZ,Arizona,APACHE,Navajo Station,"Ganado, Arizona",
Ganado,AZ,Arizona,APACHE,Sunrise Springs,"Ganado, Arizona",
Ganado,AZ,Arizona,APACHE,Mennonite Mission,"Ganado, Arizona",
Ganado,AZ,Arizona,APACHE,Greasewood,"Ganado, Arizona",
Ganado,AZ,Arizona,APACHE,Hubbell Trading Post Nationa,"Ganado, Arizona",
Ganado,AZ,Arizona,APACHE,Steamboat Canyon,"Ganado, Arizona",
Houck,AZ,Arizona,APACHE,Querino,"Houck, Arizona",
Houck,AZ,Arizona,APACHE,Allentown,"Houck, Arizona",
Houck,AZ,Arizona,APACHE,Oak Springs,"Houck, Arizona",
Houck,AZ,Arizona,APACHE,Houck,"Houck, Arizona",
Houck,AZ,Arizona,APACHE,Pine Springs,"Houck, Arizona",
Lukachukai,AZ,Arizona,APACHE,Chinle,"Lukachukai, Arizona",
