City,Abbr.,County,Alias_Abbr
Gosnell,AR,MISSISSIPPI,"Gosnell, AR"
Grace,ID,CARIBOU,"Grace, ID"
Grammer,IN,BARTHOLOMEW,"Grammer, IN"
Grand Forks,ND,GRAND FORKS,"Grand Forks, ND"
Grand Lake Stream,ME,WASHINGTON,"Grand Lake Stream, ME"
Grand Rapids,MI,KENT,"Grand Rapids, MI"
Grand Terrace,CA,SAN BERNARDINO,"Grand Terrace, CA"
Grangeville,ID,IDAHO,"Grangeville, ID"
Granite Quarry,NC,ROWAN,"Granite Quarry, NC"
Grants Pass,OR,JOSEPHINE,"Grants Pass, OR"
Grapevine,TX,TARRANT,"Grapevine, TX"
Grasston,MN,PINE,"Grasston, MN"
Gravois Mills,MO,MORGAN,"Gravois Mills, MO"
Great Falls,MT,CASCADE,"Great Falls, MT"
Green Bay,WI,BROWN,"Green Bay, WI"
Green River,UT,EMERY,"Green River, UT"
Green River,WY,SWEETWATER,"Green River, WY"
Greenacres,FL,PALM BEACH,"Greenacres, FL"
Greenbrae,CA,MARIN,"Greenbrae, CA"
Greenville,ME,PISCATAQUIS,"Greenville, ME"
Greenville,MS,WASHINGTON,"Greenville, MS"
Grelton,OH,HENRY,"Grelton, OH"
Grosse Pointe,MI,WAYNE,"Grosse Pointe, MI"
Groveland,FL,LAKE,"Groveland, FL"
Groveland,NY,LIVINGSTON,"Groveland, NY"
Gulf Breeze,FL,SANTA ROSA,"Gulf Breeze, FL"
Gwynedd,PA,MONTGOMERY,"Gwynedd, PA"
Hadar,NE,PIERCE,"Hadar, NE"
Hagarstown,IL,FAYETTE,"Hagarstown, IL"
Haltom City,TX,TARRANT,"Haltom City, TX"
Hamden,CT,NEW HAVEN,"Hamden, CT"
Hamilton,OH,BUTLER,"Hamilton, OH"
Hammond,IN,LAKE,"Hammond, IN"
Hampton,VA,HAMPTON CITY,"Hampton, VA"
Hampton,VA,YORK,"Hampton, VA"
Hamtramck,MI,WAYNE,"Hamtramck, MI"
Happy Valley,OR,CLACKAMAS,"Happy Valley, OR"
Harbor Springs,MI,EMMET,"Harbor Springs, MI"
Hardwick,MA,WORCESTER,"Hardwick, MA"
Hardy,AR,SHARP,"Hardy, AR"
Harlan,KY,HARLAN,"Harlan, KY"
Harleysville,PA,MONTGOMERY,"Harleysville, PA"
Harmans,MD,ANNE ARUNDEL,"Harmans, MD"
Harpursville,NY,BROOME,"Harpursville, NY"
Harriet,AR,SEARCY,"Harriet, AR"
Harrington,WA,LINCOLN,"Harrington, WA"
Hartford,CT,HARTFORD,"Hartford, CT"
Harvey,IL,COOK,"Harvey, IL"
Harwinton,CT,LITCHFIELD,"Harwinton, CT"
Harwood Heights,IL,COOK,"Harwood Heights, IL"
Harwood,ND,CASS,"Harwood, ND"
Hauppauge,NY,SUFFOLK,"Hauppauge, NY"
Havelock,NC,CRAVEN,"Havelock, NC"
Haverhill,MA,ESSEX,"Haverhill, MA"
Hawley,PA,PIKE,"Hawley, PA"
Hays,KS,ELLIS,"Hays, KS"
Hayward,CA,ALAMEDA,"Hayward, CA"
Hazelwood,MO,SAINT LOUIS,"Hazelwood, MO"
Hazelwood,NC,HAYWOOD,"Hazelwood, NC"
Heber,AZ,NAVAJO,"Heber, AZ"
Helena,AL,SHELBY,"Helena, AL"
Henderson,TX,RUSK,"Henderson, TX"
Hendersonville,NC,HENDERSON,"Hendersonville, NC"
Henrico,VA,HENRICO,"Henrico, VA"
Henrico,VA,RICHMOND CITY,"Henrico, VA"
Herndon,VA,FAIRFAX,"Herndon, VA"
Herriman,UT,SALT LAKE,"Herriman, UT"
Hertford,NC,PERQUIMANS,"Hertford, NC"
Highland Park,IL,LAKE,"Highland Park, IL"
Highland,IN,LAKE,"Highland, IN"
Hillsboro,OR,WASHINGTON,"Hillsboro, OR"
Hillside,IL,COOK,"Hillside, IL"
Hinesville,GA,LIBERTY,"Hinesville, GA"
Hingham,MA,PLYMOUTH,"Hingham, MA"
Hinsdale,IL,DUPAGE,"Hinsdale, IL"
Hoffman Estates,IL,COOK,"Hoffman Estates, IL"
Holbrook,AZ,NAVAJO,"Holbrook, AZ"
Holdrege,NE,PHELPS,"Holdrege, NE"
Holly Springs,GA,CHEROKEE,"Holly Springs, GA"
Holly Springs,MS,MARSHALL,"Holly Springs, MS"
Hollywood,FL,BROWARD,"Hollywood, FL"
Holmes Beach,FL,MANATEE,"Holmes Beach, FL"
Holy City,CA,SANTA CLARA,"Holy City, CA"
Holyoke,MN,CARLTON,"Holyoke, MN"
Homer Glen,IL,WILL,"Homer Glen, IL"
Homewood,IL,COOK,"Homewood, IL"
Homosassa Springs,FL,CITRUS,"Homosassa Springs, FL"
Hooper,UT,WEBER,"Hooper, UT"
Hopkins,MN,HENNEPIN,"Hopkins, MN"
Horseshoe Bend,AR,IZARD,"Horseshoe Bend, AR"
Hot Springs National Park,AR,GARLAND,"Hot Springs National Park, AR"
Hot Springs,MT,SANDERS,"Hot Springs, MT"
Houck,AZ,APACHE,"Houck, AZ"
Houghton,MI,HOUGHTON,"Houghton, MI"
Houlton,ME,AROOSTOOK,"Houlton, ME"
Houston,AK,MATANUSKA SUSITNA,"Houston, AK"
Houston,TX,FORT BEND,"Houston, TX"
Houston,TX,HARRIS,"Houston, TX"
Howard Lake,MN,HENNEPIN,"Howard Lake, MN"
Howard Lake,MN,WRIGHT,"Howard Lake, MN"
Howey In The Hills,FL,LAKE,"Howey In The Hills, FL"
Hoyt,OK,HASKELL,"Hoyt, OK"
Hualapai,AZ,MOHAVE,"Hualapai, AZ"
Hudson,OH,SUMMIT,"Hudson, OH"
Humble,TX,HARRIS,"Humble, TX"
Hunt Valley,MD,BALTIMORE,"Hunt Valley, MD"
Hunters,WA,STEVENS,"Hunters, WA"
Huntington Station,NY,SUFFOLK,"Huntington Station, NY"
Huntington,WV,CABELL,"Huntington, WV"
Huntington,WV,WAYNE,"Huntington, WV"
Huntly,VA,RAPPAHANNOCK,"Huntly, VA"
Hutchinson,KS,RENO,"Hutchinson, KS"
Hyde Park,MA,SUFFOLK,"Hyde Park, MA"
Hyden,KY,LESLIE,"Hyden, KY"
Hysham,MT,TREASURE,"Hysham, MT"
Iliamna,AK,LAKE AND PENINSULA,"Iliamna, AK"
Imperial,MO,JEFFERSON,"Imperial, MO"
Inarajan,GU,GUAM,"Inarajan, GU"
Indian Rocks Beach,FL,PINELLAS,"Indian Rocks Beach, FL"
Indianapolis,IN,HAMILTON,"Indianapolis, IN"
Indianapolis,IN,MARION,"Indianapolis, IN"
Indianola,MS,SUNFLOWER,"Indianola, MS"
Inkster,ND,GRAND FORKS,"Inkster, ND"
Interlachen,FL,PUTNAM,"Interlachen, FL"
Iowa City,IA,JOHNSON,"Iowa City, IA"
Iron Mountain,MI,DICKINSON,"Iron Mountain, MI"
Irvine,CA,ORANGE,"Irvine, CA"
Ishpeming,MI,MARQUETTE,"Ishpeming, MI"
Island Park,ID,FREMONT,"Island Park, ID"
Issaquah,WA,KING,"Issaquah, WA"
Ithaca,NY,TOMPKINS,"Ithaca, NY"
Jackson,CA,AMADOR,"Jackson, CA"
Jackson,KY,BREATHITT,"Jackson, KY"
Jackson,MS,HINDS,"Jackson, MS"
Jackson,MS,RANKIN,"Jackson, MS"
Jacksonville Beach,FL,DUVAL,"Jacksonville Beach, FL"
Jacksonville,AR,PULASKI,"Jacksonville, AR"
Jacksonville,FL,DUVAL,"Jacksonville, FL"
Jacksonville,FL,SAINT JOHNS,"Jacksonville, FL"
Jacksonville,NC,ONSLOW,"Jacksonville, NC"
Jamaica,NY,QUEENS,"Jamaica, NY"
Janesville,IL,CUMBERLAND,"Janesville, IL"
Jeffersonville,IN,CLARK,"Jeffersonville, IN"
Jelm,WY,ALBANY,"Jelm, WY"
Jenkins,MN,CROW WING,"Jenkins, MN"
Jersey Shore,PA,LYCOMING,"Jersey Shore, PA"
Johannesburg,CA,KERN,"Johannesburg, CA"
Johnson Creek,WI,JEFFERSON,"Johnson Creek, WI"
Johnson,NE,NEMAHA,"Johnson, NE"
Johnsonburg,NJ,WARREN,"Johnsonburg, NJ"
Johnstown,PA,CAMBRIA,"Johnstown, PA"
Joliet,IL,WILL,"Joliet, IL"
Junction City,KS,GEARY,"Junction City, KS"
Juneau,AK,JUNEAU,"Juneau, AK"
Kailua Kona,HI,HAWAII,"Kailua Kona, HI"
Kansas City,KS,WYANDOTTE,"Kansas City, KS"
Kansas City,MO,CLAY,"Kansas City, MO"
Kansas City,MO,JACKSON,"Kansas City, MO"
Kansas City,MO,PLATTE,"Kansas City, MO"
Katy,TX,FORT BEND,"Katy, TX"
Katy,TX,HARRIS,"Katy, TX"
Kaukauna,WI,OUTAGAMIE,"Kaukauna, WI"
Keavy,KY,LAUREL,"Keavy, KY"
Keizer,OR,MARION,"Keizer, OR"
Keller,TX,TARRANT,"Keller, TX"
Kenai,AK,KENAI PENINSULA,"Kenai, AK"
Kenedy,TX,KARNES,"Kenedy, TX"
Kenosha,WI,KENOSHA,"Kenosha, WI"
Kentfield,CA,MARIN,"Kentfield, CA"
Kenwood,CA,SONOMA,"Kenwood, CA"
Kerby,OR,JOSEPHINE,"Kerby, OR"
Ketchikan,AK,KETCHIKAN GATEWAY,"Ketchikan, AK"
Kettle Falls,WA,STEVENS,"Kettle Falls, WA"
Kew Gardens,NY,QUEENS,"Kew Gardens, NY"
Kewanna,IN,FULTON,"Kewanna, IN"
Killeen,TX,BELL,"Killeen, TX"
King Salmon,AK,BRISTOL BAY,"King Salmon, AK"
Kingman,AZ,MOHAVE,"Kingman, AZ"
Kingwood,TX,HARRIS,"Kingwood, TX"
Kissimmee,FL,OSCEOLA,"Kissimmee, FL"
Kissimmee,FL,POLK,"Kissimmee, FL"
Klamath Falls,OR,KLAMATH,"Klamath Falls, OR"
Klickitat,WA,KLICKITAT,"Klickitat, WA"
Knoxville,MD,FREDERICK,"Knoxville, MD"
Koleen,IN,GREENE,"Koleen, IN"
Krakow,WI,SHAWANO,"Krakow, WI"
La Follette,TN,CAMPBELL,"La Follette, TN"
La Puente,CA,LOS ANGELES,"La Puente, CA"
La Vista,NE,SARPY,"La Vista, NE"
Lacey,WA,THURSTON,"Lacey, WA"
Ladson,SC,BERKELEY,"Ladson, SC"
Lady Lake,FL,LAKE,"Lady Lake, FL"
Lafayette,IN,TIPPECANOE,"Lafayette, IN"
Laguna Beach,CA,ORANGE,"Laguna Beach, CA"
Laguna Hills,CA,ORANGE,"Laguna Hills, CA"
Laguna Park,TX,BOSQUE,"Laguna Park, TX"
Laguna Woods,CA,ORANGE,"Laguna Woods, CA"
Lake Forest,CA,ORANGE,"Lake Forest, CA"
Lake Hubert,MN,CROW WING,"Lake Hubert, MN"
Lake In The Hills,IL,MCHENRY,"Lake In The Hills, IL"
Lake Lynn,PA,FAYETTE,"Lake Lynn, PA"
Lake Wales,FL,POLK,"Lake Wales, FL"
Lake Worth,FL,PALM BEACH,"Lake Worth, FL"
Lakebay,WA,PIERCE,"Lakebay, WA"
Lakehead,CA,SHASTA,"Lakehead, CA"
Lakehurst,NJ,OCEAN,"Lakehurst, NJ"
Lakewood,CA,LOS ANGELES,"Lakewood, CA"
Lakewood,IL,SHELBY,"Lakewood, IL"
Lakewood,WA,PIERCE,"Lakewood, WA"
Lamar,MO,BARTON,"Lamar, MO"
Lamoure,ND,LAMOURE,"Lamoure, ND"
Lando,SC,CHESTER,"Lando, SC"
Lanesboro,MA,BERKSHIRE,"Lanesboro, MA"
Langhorne,PA,BUCKS,"Langhorne, PA"
Lanham,MD,PRINCE GEORGES,"Lanham, MD"
Lansing,MI,CLINTON,"Lansing, MI"
Lansing,MI,EATON,"Lansing, MI"
Lansing,MI,INGHAM,"Lansing, MI"
Laramie,WY,ALBANY,"Laramie, WY"
Largo,FL,PINELLAS,"Largo, FL"
Las Cruces,NM,DONA ANA,"Las Cruces, NM"
Las Vegas,NM,SAN MIGUEL,"Las Vegas, NM"
Las Vegas,NV,CLARK,"Las Vegas, NV"
Latham,NY,ALBANY,"Latham, NY"
Laughlin AFB,TX,VAL VERDE,"Laughlin AFB, TX"
Laurel,MD,ANNE ARUNDEL,"Laurel, MD"
Laurel,MD,HOWARD,"Laurel, MD"
Laurel,MD,PRINCE GEORGES,"Laurel, MD"
Laurelville,OH,HOCKING,"Laurelville, OH"
Lawton,OK,COMANCHE,"Lawton, OK"
Laytonville,CA,MENDOCINO,"Laytonville, CA"
Leadville,CO,LAKE,"Leadville, CO"
Leadwood,MO,SAINT FRANCOIS,"Leadwood, MO"
Leander,TX,TRAVIS,"Leander, TX"
Leander,TX,WILLIAMSON,"Leander, TX"
Leavenworth,KS,LEAVENWORTH,"Leavenworth, KS"
Leawood,KS,JOHNSON,"Leawood, KS"
Ledyard,CT,NEW LONDON,"Ledyard, CT"
Lee,MA,BERKSHIRE,"Lee, MA"
Lee,NH,STRAFFORD,"Lee, NH"
Lees Summit,MO,JACKSON,"Lees Summit, MO"
Leesville,LA,VERNON,"Leesville, LA"
Lehi,UT,UTAH,"Lehi, UT"
Lehman,PA,LUZERNE,"Lehman, PA"
Leipsic,OH,PUTNAM,"Leipsic, OH"
Lenexa,KS,JOHNSON,"Lenexa, KS"
Lewisburg,PA,UNION,"Lewisburg, PA"
Lewisville,TX,DENTON,"Lewisville, TX"
Liberty Lake,WA,SPOKANE,"Liberty Lake, WA"
Lihue,HI,KAUAI,"Lihue, HI"
Lima,OH,ALLEN,"Lima, OH"
Lincoln Acres,CA,SAN DIEGO,"Lincoln Acres, CA"
Lincoln,RI,PROVIDENCE,"Lincoln, RI"
Lincolnwood,IL,COOK,"Lincolnwood, IL"
Lindale,TX,SMITH,"Lindale, TX"
Lineboro,MD,CARROLL,"Lineboro, MD"
Lingleville,TX,ERATH,"Lingleville, TX"
Linn Grove,IN,ADAMS,"Linn Grove, IN"
Lisbon,ME,ANDROSCOGGIN,"Lisbon, ME"
Literberry,IL,MORGAN,"Literberry, IL"
Lithonia,GA,DEKALB,"Lithonia, GA"
Little Chute,WI,OUTAGAMIE,"Little Chute, WI"
Littleton,CO,ARAPAHOE,"Littleton, CO"
Littleton,CO,DOUGLAS,"Littleton, CO"
Littleton,CO,JEFFERSON,"Littleton, CO"
Lockport,IL,WILL,"Lockport, IL"
Londonderry,NH,ROCKINGHAM,"Londonderry, NH"
Lone Jack,MO,JACKSON,"Lone Jack, MO"
Lone Tree,CO,DOUGLAS,"Lone Tree, CO"
Long Beach,CA,LOS ANGELES,"Long Beach, CA"
Long Island City,NY,QUEENS,"Long Island City, NY"
Longmont,CO,BOULDER,"Longmont, CO"
Longmont,CO,WELD,"Longmont, CO"
Lorain,OH,LORAIN,"Lorain, OH"
Lordsburg,NM,HIDALGO,"Lordsburg, NM"
Lorton,NE,OTOE,"Lorton, NE"
Lorton,VA,FAIRFAX,"Lorton, VA"
Los Angeles,CA,LOS ANGELES,"Los Angeles, CA"
Los Gatos,CA,SANTA CLARA,"Los Gatos, CA"
Los Gatos,CA,SANTA CRUZ,"Los Gatos, CA"
Louisa,KY,LAWRENCE,"Louisa, KY"
Loveland,CO,LARIMER,"Loveland, CO"
Loveland,OH,CLERMONT,"Loveland, OH"
Loveland,OK,TILLMAN,"Loveland, OK"
Loves Park,IL,WINNEBAGO,"Loves Park, IL"
Lynxville,WI,CRAWFORD,"Lynxville, WI"
Mabank,TX,HENDERSON,"Mabank, TX"
Mabank,TX,KAUFMAN,"Mabank, TX"
Macedonia,OH,SUMMIT,"Macedonia, OH"
Machesney Park,IL,WINNEBAGO,"Machesney Park, IL"
Machias,ME,WASHINGTON,"Machias, ME"
Mad River,CA,TRINITY,"Mad River, CA"
Madison,AL,LIMESTONE,"Madison, AL"
Madison,AL,MADISON,"Madison, AL"
Madison,KS,GREENWOOD,"Madison, KS"
Madison,MD,DORCHESTER,"Madison, MD"
Madison,VA,MADISON,"Madison, VA"
Malvern,AR,HOT SPRING,"Malvern, AR"
Manassas,VA,MANASSAS CITY,"Manassas, VA"
Manassas,VA,MANASSAS PARK CITY,"Manassas, VA"
Manassas,VA,PRINCE WILLIAM,"Manassas, VA"
Manchester Township,NJ,OCEAN,"Manchester Township, NJ"
Manchester,MD,CARROLL,"Manchester, MD"
Manchester,NH,HILLSBOROUGH,"Manchester, NH"
Mangilao,GU,GUAM,"Mangilao, GU"
Mankato,MN,BLUE EARTH,"Mankato, MN"
Mankato,MN,NICOLLET,"Mankato, MN"
Mansfield Center,CT,TOLLAND,"Mansfield Center, CT"
Maple Lake,MN,WRIGHT,"Maple Lake, MN"
Maple Plain,MN,HENNEPIN,"Maple Plain, MN"
Maple Plain,MN,WRIGHT,"Maple Plain, MN"
Marathon Shores,FL,MONROE,"Marathon Shores, FL"
Marathon,FL,MONROE,"Marathon, FL"
Marble Falls,TX,BURNET,"Marble Falls, TX"
Marcus Hook,PA,DELAWARE,"Marcus Hook, PA"
Marengo,WI,ASHLAND,"Marengo, WI"
Margate,FL,BROWARD,"Margate, FL"
Marion,NC,MCDOWELL,"Marion, NC"
Markham,IL,COOK,"Markham, IL"
Marmaduke,AR,GREENE,"Marmaduke, AR"
Marshfield,MA,PLYMOUTH,"Marshfield, MA"
Marysville,CA,YUBA,"Marysville, CA"
Mason,TN,TIPTON,"Mason, TN"
Mason,WI,BAYFIELD,"Mason, WI"
Masterson,TX,MOORE,"Masterson, TX"
Matthews,NC,MECKLENBURG,"Matthews, NC"
Matthews,NC,UNION,"Matthews, NC"
Maywood,IL,COOK,"Maywood, IL"
Mc Clure,OH,HENRY,"Mc Clure, OH"
Mc Gehee,AR,DESHA,"Mc Gehee, AR"
Mc Grath,AK,YUKON KOYUKUK,"Mc Grath, AK"
Mc Graws,WV,WYOMING,"Mc Graws, WV"
Mc Lean,VA,FAIRFAX,"Mc Lean, VA"
Mccall,ID,VALLEY,"Mccall, ID"
Mcchord AFB,WA,PIERCE,"Mcchord AFB, WA"
Mckinleyville,CA,HUMBOLDT,"Mckinleyville, CA"
Meadow Bridge,WV,FAYETTE,"Meadow Bridge, WV"
Medford,MA,MIDDLESEX,"Medford, MA"
Medford,OR,JACKSON,"Medford, OR"
Medina,OH,MEDINA,"Medina, OH"
Melbourne,FL,BREVARD,"Melbourne, FL"
Melrose Park,IL,COOK,"Melrose Park, IL"
Melrose,OH,PAULDING,"Melrose, OH"
Memphis,TN,SHELBY,"Memphis, TN"
Menifee,CA,RIVERSIDE,"Menifee, CA"
Menlo Park,CA,SAN MATEO,"Menlo Park, CA"
Mercedita,PR,PONCE,"Mercedita, PR"
Merizo,GU,GUAM,"Merizo, GU"
Merna,IL,MCLEAN,"Merna, IL"
Mesquite,TX,DALLAS,"Mesquite, TX"
Mexico Beach,FL,BAY,"Mexico Beach, FL"
Miami Gardens,FL,MIAMI-DADE,"Miami Gardens, FL"
Miami,FL,MIAMI-DADE,"Miami, FL"
Middle Bass,OH,OTTAWA,"Middle Bass, OH"
Middleboro,MA,PLYMOUTH,"Middleboro, MA"
Middletown,OH,BUTLER,"Middletown, OH"
Middletown,VA,FREDERICK,"Middletown, VA"
Middletown,VA,WARREN,"Middletown, VA"
Midland,MD,ALLEGANY,"Midland, MD"
Midway,TX,MADISON,"Midway, TX"
Mill Creek,WA,SNOHOMISH,"Mill Creek, WA"
Millbury,MA,WORCESTER,"Millbury, MA"
Millersville,MD,ANNE ARUNDEL,"Millersville, MD"
Mills,WY,NATRONA,"Mills, WY"
Millville,DE,SUSSEX,"Millville, DE"
Milwaukee,WI,MILWAUKEE,"Milwaukee, WI"
Minden City,MI,SANILAC,"Minden City, MI"
Mineral,CA,TEHAMA,"Mineral, CA"
Minidoka,ID,MINIDOKA,"Minidoka, ID"
Minneapolis,MN,ANOKA,"Minneapolis, MN"
Minneapolis,MN,HENNEPIN,"Minneapolis, MN"
Minneola,FL,LAKE,"Minneola, FL"
Minnetonka,MN,HENNEPIN,"Minnetonka, MN"
Minot,ND,WARD,"Minot, ND"
Miramonte,CA,FRESNO,"Miramonte, CA"
Mission Viejo,CA,ORANGE,"Mission Viejo, CA"
Moapa,NV,CLARK,"Moapa, NV"
Mobile,AL,MOBILE,"Mobile, AL"
Mojave,CA,KERN,"Mojave, CA"
Molt,MT,YELLOWSTONE,"Molt, MT"
Moncks Corner,SC,BERKELEY,"Moncks Corner, SC"
Mondovi,WI,BUFFALO,"Mondovi, WI"
Monroeville,PA,ALLEGHENY,"Monroeville, PA"
Mont Belvieu,TX,CHAMBERS,"Mont Belvieu, TX"
Montclair,CA,SAN BERNARDINO,"Montclair, CA"
Monte Vista,CO,RIO GRANDE,"Monte Vista, CO"
Montgomery Village,MD,MONTGOMERY,"Montgomery Village, MD"
Monticello,NY,SULLIVAN,"Monticello, NY"
Montverde,FL,LAKE,"Montverde, FL"
Monument,KS,LOGAN,"Monument, KS"
Mooresville,NC,IREDELL,"Mooresville, NC"
Morrison,MO,GASCONADE,"Morrison, MO"
Morristown,NJ,MORRIS,"Morristown, NJ"
Morrisville,MO,POLK,"Morrisville, MO"
Mosby,MO,CLAY,"Mosby, MO"
Moscow,TN,FAYETTE,"Moscow, TN"
Mount Airy,NC,SURRY,"Mount Airy, NC"
Mount Aukum,CA,EL DORADO,"Mount Aukum, CA"
Mount Pleasant,MS,MARSHALL,"Mount Pleasant, MS"
Mount Union,PA,HUNTINGDON,"Mount Union, PA"
Mountain View,AR,STONE,"Mountain View, AR"
Murrysville,PA,WESTMORELAND,"Murrysville, PA"
Mystic,CT,NEW LONDON,"Mystic, CT"
Nantucket,MA,NANTUCKET,"Nantucket, MA"
Napavine,WA,LEWIS,"Napavine, WA"
Naperville,IL,DUPAGE,"Naperville, IL"
Naperville,IL,WILL,"Naperville, IL"
Napoleon,OH,HENRY,"Napoleon, OH"
Narragansett,RI,WASHINGTON,"Narragansett, RI"
Nason,IL,JEFFERSON,"Nason, IL"
Needham,MA,NORFOLK,"Needham, MA"
Nelson,NH,CHESHIRE,"Nelson, NH"
Nenana,AK,YUKON KOYUKUK,"Nenana, AK"
Neosho,MO,NEWTON,"Neosho, MO"
New Albany,KS,WILSON,"New Albany, KS"
New Bedford,MA,BRISTOL,"New Bedford, MA"
New Berlin,WI,WAUKESHA,"New Berlin, WI"
New Braunfels,TX,COMAL,"New Braunfels, TX"
New Brunswick,NJ,MIDDLESEX,"New Brunswick, NJ"
New Columbia,PA,UNION,"New Columbia, PA"
New Harbor,ME,LINCOLN,"New Harbor, ME"
New Haven,CT,NEW HAVEN,"New Haven, CT"
New Home,TX,LYNN,"New Home, TX"
New Orleans,LA,JEFFERSON,"New Orleans, LA"
New Orleans,LA,ORLEANS,"New Orleans, LA"
New Salem,MA,FRANKLIN,"New Salem, MA"
Newark,OH,LICKING,"Newark, OH"
Newberry Springs,CA,SAN BERNARDINO,"Newberry Springs, CA"
Newburgh,NY,ORANGE,"Newburgh, NY"
Newbury,MA,ESSEX,"Newbury, MA"
Newburyport,MA,ESSEX,"Newburyport, MA"
Newcastle,WY,WESTON,"Newcastle, WY"
Newhall,CA,LOS ANGELES,"Newhall, CA"
Newington,NH,STRAFFORD,"Newington, NH"
Newport Beach,CA,ORANGE,"Newport Beach, CA"
Newport News,VA,NEWPORT NEWS CITY,"Newport News, VA"
Newport,KY,CAMPBELL,"Newport, KY"
Newport,OR,LINCOLN,"Newport, OR"
Newton,KS,HARVEY,"Newton, KS"
Newton,MA,MIDDLESEX,"Newton, MA"
Newtonville,MA,MIDDLESEX,"Newtonville, MA"
Newtonville,NY,ALBANY,"Newtonville, NY"
Nicholson,PA,WYOMING,"Nicholson, PA"
Nikiski,AK,KENAI PENINSULA,"Nikiski, AK"
Niwot,CO,BOULDER,"Niwot, CO"
Nogales,AZ,SANTA CRUZ,"Nogales, AZ"
Noma,FL,HOLMES,"Noma, FL"
Norborne,MO,CARROLL,"Norborne, MO"
Norristown,PA,MONTGOMERY,"Norristown, PA"
North Attleboro,MA,BRISTOL,"North Attleboro, MA"
North Canton,OH,STARK,"North Canton, OH"
North Charleston,SC,CHARLESTON,"North Charleston, SC"
North Charleston,SC,DORCHESTER,"North Charleston, SC"
North Chicago,IL,LAKE,"North Chicago, IL"
North Egremont,MA,BERKSHIRE,"North Egremont, MA"
North Falmouth,MA,BARNSTABLE,"North Falmouth, MA"
North Fork,ID,LEMHI,"North Fork, ID"
North Hollywood,CA,LOS ANGELES,"North Hollywood, CA"
North Little Rock,AR,PULASKI,"North Little Rock, AR"
North Miami Beach,FL,MIAMI-DADE,"North Miami Beach, FL"
North Palm Beach,FL,PALM BEACH,"North Palm Beach, FL"
North Providence,RI,PROVIDENCE,"North Providence, RI"
North Richland Hills,TX,TARRANT,"North Richland Hills, TX"
North Ridgeville,OH,LORAIN,"North Ridgeville, OH"
North Wales,PA,MONTGOMERY,"North Wales, PA"
North Waltham,MA,MIDDLESEX,"North Waltham, MA"
North Washington,IA,CHICKASAW,"North Washington, IA"
North Windham,CT,WINDHAM,"North Windham, CT"
Northampton,MA,HAMPSHIRE,"Northampton, MA"
Northfield,OH,SUMMIT,"Northfield, OH"
Northridge,CA,LOS ANGELES,"Northridge, CA"
Northwood,OH,WOOD,"Northwood, OH"
Norwich,CT,NEW LONDON,"Norwich, CT"
Norwood Young America,MN,CARVER,"Norwood Young America, MN"
Norwood,MN,CARVER,"Norwood, MN"
O Fallon,MO,SAINT CHARLES,"O Fallon, MO"
Oak Brook,IL,DUPAGE,"Oak Brook, IL"
Oak Island,NC,BRUNSWICK,"Oak Island, NC"
Oak Lawn,IL,COOK,"Oak Lawn, IL"
Oak Park,CA,VENTURA,"Oak Park, CA"
Oak Park,MN,BENTON,"Oak Park, MN"
Oakland,CA,ALAMEDA,"Oakland, CA"
Oakland,FL,ORANGE,"Oakland, FL"
Oakland,MI,OAKLAND,"Oakland, MI"
Oakland,TN,FAYETTE,"Oakland, TN"
Oakton,VA,FAIRFAX,"Oakton, VA"
Oakville,CT,LITCHFIELD,"Oakville, CT"
Oakwood,GA,HALL,"Oakwood, GA"
Ocean Isle Beach,NC,BRUNSWICK,"Ocean Isle Beach, NC"
Ocean Springs,MS,JACKSON,"Ocean Springs, MS"
Ocean View,DE,SUSSEX,"Ocean View, DE"
Ocean View,HI,HAWAII,"Ocean View, HI"
Oceanside,CA,SAN DIEGO,"Oceanside, CA"
Odessa,WA,LINCOLN,"Odessa, WA"
Oklahoma City,OK,CLEVELAND,"Oklahoma City, OK"
Oklahoma City,OK,OKLAHOMA,"Oklahoma City, OK"
Okolona,OH,HENRY,"Okolona, OH"
Olympia,WA,THURSTON,"Olympia, WA"
Omaha,NE,DOUGLAS,"Omaha, NE"
Omaha,NE,SARPY,"Omaha, NE"
Ontario,CA,SAN BERNARDINO,"Ontario, CA"
Ontario,OH,RICHLAND,"Ontario, OH"
Opa Locka,FL,MIAMI-DADE,"Opa Locka, FL"
Orange Cove,CA,FRESNO,"Orange Cove, CA"
Orange Park,FL,CLAY,"Orange Park, FL"
Orange,CA,ORANGE,"Orange, CA"
Orange,MA,FRANKLIN,"Orange, MA"
Oraville,IL,JACKSON,"Oraville, IL"
Oregon,OH,LUCAS,"Oregon, OH"
Orlando,FL,BREVARD,"Orlando, FL"
Orlando,FL,ORANGE,"Orlando, FL"
Oroville,CA,BUTTE,"Oroville, CA"
Orr,MN,SAINT LOUIS,"Orr, MN"
Overland Park,KS,JOHNSON,"Overland Park, KS"
Owosso,MI,SHIAWASSEE,"Owosso, MI"
Oxbow,NY,JEFFERSON,"Oxbow, NY"
Pala,CA,SAN DIEGO,"Pala, CA"
Palm Beach Gardens,FL,PALM BEACH,"Palm Beach Gardens, FL"
Palm Desert,CA,RIVERSIDE,"Palm Desert, CA"
Palo Alto,CA,SANTA CLARA,"Palo Alto, CA"
Palos Verdes Peninsula,CA,LOS ANGELES,"Palos Verdes Peninsula, CA"
